Officer-defined ethnicity,Date,Object of search,Outcome,Type,Gender,Age range,count
Other,2020-07-01,Stolen goods,A no further action disposal,Person search,Female,10-17,1
Other,2020-07-01,Stolen goods,A no further action disposal,Person search,Male,10-17,16
Other,2020-07-01,Stolen goods,A no further action disposal,Person search,Male,18-24,25
Other,2020-07-01,Stolen goods,A no further action disposal,Person search,Male,25-34,23
Other,2020-07-01,Stolen goods,A no further action disposal,Person search,Male,over 34,13
Other,2020-07-01,Stolen goods,Arrest,Person and Vehicle search,Male,10-17,1
Other,2020-07-01,Stolen goods,Arrest,Person and Vehicle search,Male,18-24,2
Other,2020-07-01,Stolen goods,Arrest,Person and Vehicle search,Male,25-34,1
Other,2020-07-01,Stolen goods,Arrest,Person and Vehicle search,Male,over 34,1
Other,2020-07-01,Stolen goods,Arrest,Person search,Female,over 34,1
Other,2020-07-01,Stolen goods,Arrest,Person search,Male,10-17,3
Other,2020-07-01,Stolen goods,Arrest,Person search,Male,18-24,6
Other,2020-07-01,Stolen goods,Arrest,Person search,Male,25-34,5
Other,2020-07-01,Stolen goods,Arrest,Person search,Male,over 34,5
Other,2020-07-01,Stolen goods,Community resolution,Person and Vehicle search,Male,18-24,2
Other,2020-07-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,over 34,1
Other,2020-07-01,Stolen goods,Summons / charged by post,Person search,Male,25-34,1
Other,2020-08-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,10-17,1
Other,2020-08-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,18-24,2
Other,2020-08-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,10-17,4
Other,2020-08-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,18-24,12
Other,2020-08-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,25-34,3
Other,2020-08-01,Anything to threaten or harm anyone,A no further action disposal,Vehicle search,Male,18-24,1
Other,2020-08-01,Anything to threaten or harm anyone,Arrest,Person and Vehicle search,Male,18-24,1
Other,2020-08-01,Anything to threaten or harm anyone,Arrest,Person search,Female,25-34,1
Other,2020-08-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,18-24,2
Other,2020-08-01,Articles for use in criminal damage,A no further action disposal,Person and Vehicle search,Male,25-34,1
Other,2020-08-01,Articles for use in criminal damage,A no further action disposal,Person search,Female,10-17,1
Other,2020-08-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,10-17,1
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,10-17,2
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,18-24,2
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,25-34,2
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,over 34,1
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,10-17,8
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,18-24,62
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,25-34,30
Other,2020-08-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,over 34,13
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Female,10-17,1
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Female,18-24,7
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Female,25-34,1
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Male,10-17,38
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Male,18-24,123
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Male,25-34,57
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Male,over 34,30
Other,2020-08-01,Controlled drugs,A no further action disposal,Person search,Male,under 10,1
Other,2020-08-01,Controlled drugs,A no further action disposal,Vehicle search,Male,18-24,1
Other,2020-08-01,Controlled drugs,Arrest,Person and Vehicle search,Female,25-34,1
Other,2020-08-01,Controlled drugs,Arrest,Person and Vehicle search,Male,10-17,1
Other,2020-08-01,Controlled drugs,Arrest,Person and Vehicle search,Male,18-24,13
Other,2020-08-01,Controlled drugs,Arrest,Person and Vehicle search,Male,25-34,10
Other,2020-08-01,Controlled drugs,Arrest,Person and Vehicle search,Male,over 34,1
Other,2020-08-01,Controlled drugs,Arrest,Person search,Male,10-17,4
Other,2020-08-01,Controlled drugs,Arrest,Person search,Male,18-24,12
Other,2020-08-01,Controlled drugs,Arrest,Person search,Male,25-34,7
Other,2020-08-01,Controlled drugs,Arrest,Person search,Male,over 34,2
Other,2020-08-01,Controlled drugs,Caution (simple or conditional),Person search,Male,25-34,1
Other,2020-08-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,25-34,1
Other,2020-08-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,18-24,9
Other,2020-08-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,25-34,4
Other,2020-08-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,over 34,8
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Female,18-24,2
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Female,25-34,1
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Female,over 34,1
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Male,10-17,1
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Male,18-24,18
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Male,25-34,13
Other,2020-08-01,Controlled drugs,Community resolution,Person search,Male,over 34,8
Other,2020-08-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,6
Other,2020-08-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,18-24,6
Other,2020-08-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,25-34,1
Other,2020-08-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,18-24,1
Other,2020-08-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,25-34,3
Other,2020-08-01,Controlled drugs,Summons / charged by post,Person search,Male,10-17,1
Other,2020-08-01,Controlled drugs,Summons / charged by post,Person search,Male,18-24,2
Other,2020-08-01,Controlled drugs,Summons / charged by post,Person search,Male,25-34,1
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,25-34,1
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,over 34,2
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,10-17,4
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,18-24,6
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,25-34,4
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,over 34,9
Other,2020-08-01,Evidence of offences under the Act,A no further action disposal,Vehicle search,Male,18-24,1
Other,2020-08-01,Evidence of offences under the Act,Arrest,Person search,Male,18-24,1
Other,2020-08-01,Evidence of offences under the Act,Arrest,Person search,Male,25-34,1
Other,2020-08-01,Evidence of offences under the Act,Arrest,Person search,Male,over 34,2
Other,2020-08-01,Evidence of offences under the Act,Community resolution,Person search,Male,18-24,1
Other,2020-08-01,Evidence of offences under the Act,Community resolution,Person search,Male,25-34,2
Other,2020-08-01,Firearms,A no further action disposal,Vehicle search,Male,18-24,1
Other,2020-08-01,Fireworks,A no further action disposal,Person search,Female,18-24,1
Other,2020-08-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,18-24,1
